rank,company_name,company_link,country,company_background,company_info,unicorn_joined_date,unicorn_joined_year,sector,city,stage,founded_year,time_to_unicorn,months_to_unicorn,round_led_by,top_investor_1,top_investor_2,top_investors,valuation_usd_bn,total_funding_usd_mn,annual_revenue_cr,employees,latest_round,round_stage,round_year,round_amount_mn,embedding_text
63,CoinDCX,https://tracxn.com/d/companies/coindcx/__F--po0QeTrBlGq1SJvFhmGtkg_ebhvwSk6xElIbjTG4,India,"Developer of an app-based exchange platform for cryptocurrency. Its products include crypto deposit and withdrawal solutions, investing and trading solutions for crypto-based financial products for retail, HNI, and enterprise customers. Company exchange offers a variety of products, including fiat onboarding, decentralized lending, margin trading, and futures trading.","CoinDCX joined the Unicorn Club on Aug 10, 2021",2021-08-10,2021,cryptocurrencies,mumbai,Series D,2018,3 years 7 months,43,,Bain Capital Ventures,Jump Capital,"Bain Capital Ventures, Jump Capital",2.15,247.0,394.0,103.0,"Series D, Mar 29, 2022, $135M",Series D,2022,135.0,"CoinDCX is an Indian unicorn startup. It operates in the cryptocurrencies sector. It is based in Mumbai. Current stage: Series D. Developer of an app-based exchange platform for cryptocurrency. Its products include crypto deposit and withdrawal solutions, investing and trading solutions for crypto-based financial products for retail, HNI, and enterprise customers. Company exchange offers a variety of products, including fiat onboarding, decentralized lending, margin trading, and futures trading. CoinDCX joined the Unicorn Club on Aug 10, 2021 Founded in 2018. Time taken to reach unicorn status: 3 years 7 months. Joined the unicorn club on 2021-08-10. Became a unicorn in 2021. Investors include Bain Capital Ventures, Jump Capital. Valuation: 2.15 billion USD. Total funding raised: 247.0 million USD. Annual revenue: 394.0 crore INR. It employs approximately 103 people. Latest funding round: Series D. The round took place in 2022. Round amount: 135.0 million USD."
62,upGrad,https://platform.tracxn.com/a/d/company/-icjnE7vOBF4NySJBQRPK9S5VoPBxTAcTgrkx7epMNE/upgrad.com,India,"Online education platform offering professional courses, certifications, and degree programs for working professionals, focusing on upskilling and reskilling in various fields.","upGrad joined the Unicorn Club on Aug 09, 2021",2021-08-09,2021,continued_learning,mumbai,Series C,2015,6 years 7 months,79,,IFC Asset Management Company,Temasek,"IFC Asset Management Company, Temasek",1.758,329.0,1550.0,8090.0,"Series C, Oct 21, 2024, $60M",Series C,2024,60.0,"upGrad is an Indian unicorn startup. It operates in the continued_learning sector. It is based in Mumbai. Current stage: Series C. Online education platform offering professional courses, certifications, and degree programs for working professionals, focusing on upskilling and reskilling in various fields. upGrad joined the Unicorn Club on Aug 09, 2021 Founded in 2015. Time taken to reach unicorn status: 6 years 7 months. Joined the unicorn club on 2021-08-09. Became a unicorn in 2021. Investors include IFC Asset Management Company, Temasek. Valuation: 1.758 billion USD. Total funding raised: 329.0 million USD. Annual revenue: 1550.0 crore INR. It employs approximately 8090 people. Latest funding round: Series C. The round took place in 2024. Round amount: 60.0 million USD."
61,Mindtickle,https://tracxn.com/d/companies/mindtickle/__rcH04MysyJ9cdvsK3VL8NKlye5BD2niG8tAzh3hIJBE,India,"Cloud based sales enablement software. The platform leverages AI and provides sales training tools to assist sales representatives. It also offers features that include sales forecasting, sales content management, digital sales rooms, sales training, and more. It integrates with Salesforce, Okta, OneLogin, Ping Identity, Symplified, Active Directory, Veeva, Google, and more.","Mindtickle joined the Unicorn Club on Aug 05, 2021 after raising a $100M Series E funding round led by , valuing it at $1.2B.",2021-08-05,2021,sales_force_automation,pune,Series E,2011,10 years 7 months,127,SoftBank Vision Fund,New Enterprise Associates,Norwest Venture Partners,"New Enterprise Associates, Norwest Venture Partners",1.2,281.0,290.0,474.0,"Series E, Aug 05, 2021, $100M",Series E,2021,100.0,"Mindtickle is an Indian unicorn startup. It operates in the sales_force_automation sector. It is based in Pune. Current stage: Series E. Cloud based sales enablement software. The platform leverages AI and provides sales training tools to assist sales representatives. It also offers features that include sales forecasting, sales content management, digital sales rooms, sales training, and more. It integrates with Salesforce, Okta, OneLogin, Ping Identity, Symplified, Active Directory, Veeva, Google, and more. Mindtickle joined the Unicorn Club on Aug 05, 2021 after raising a $100M Series E funding round led by , valuing it at $1.2B. Founded in 2011. Time taken to reach unicorn status: 10 years 7 months. Joined the unicorn club on 2021-08-05. Became a unicorn in 2021. Investors include New Enterprise Associates, Norwest Venture Partners, latest round led by SoftBank Vision Fund. Valuation: 1.2 billion USD. Total funding raised: 281.0 million USD. Annual revenue: 290.0 crore INR. It employs approximately 474 people. Latest funding round: Series E. The round took place in 2021. Round amount: 100.0 million USD."
60,OfBusiness,https://tracxn.com/d/companies/ofbusiness/__aGc6oWtIgdt0twhERclS3Tonc_PwAwpfQ4cNci53GvA,India,"Marketplace for trading multi-category industrial materials. It provides procurement solutions and offers products such as steel, TMT, metals, chemicals, polymers, textiles, cement, and building materials.","OfBusiness joined the Unicorn Club on Jul 31, 2021 after raising a $160M Series E funding round led by , , , valuing it at $3.1B.",2021-07-31,2021,b2b_e-commerce,ahmedabad,Series G,2015,6 years 6 months,78,SoftBank Vision Fund,Construction Tech,Materials Tech,"Construction Tech, Materials Tech",0.776,,23900.0,866.0,"Series G, Apr 16, 2025, $11.7M",Series G,2025,11.7,"OfBusiness is an Indian unicorn startup. It operates in the b2b_e-commerce sector. It is based in Ahmedabad. Current stage: Series G. Marketplace for trading multi-category industrial materials. It provides procurement solutions and offers products such as steel, TMT, metals, chemicals, polymers, textiles, cement, and building materials. OfBusiness joined the Unicorn Club on Jul 31, 2021 after raising a $160M Series E funding round led by , , , valuing it at $3.1B. Founded in 2015. Time taken to reach unicorn status: 6 years 6 months. Joined the unicorn club on 2021-07-31. Became a unicorn in 2021. Investors include Construction Tech, Materials Tech, latest round led by SoftBank Vision Fund. Valuation: 0.776 billion USD. Annual revenue: 23900.0 crore INR. It employs approximately 866 people. Latest funding round: Series G. The round took place in 2025. Round amount: 11.7 million USD."
59,BharatPe,https://tracxn.com/d/companies/bharatpe/__z1vktwhUhiN982R6xgMSEhyBS3Djtq3VGo9zdUy6agg,India,"Provider of QR code-based payment solutions for consumers and businesses. The platform allows users to pay through the bank account by scanning a QR code for various bill payments such as restaurants, cabs, salons, mobile businesses, and more. It also provides lending and investment options. The application is available on both iOS and Android platforms.","BharatPe joined the Unicorn Club on Jul 29, 2021 after raising a $370M Series E funding round led by , valuing it at $2.7B.",2021-07-29,2021,fintech,delhi,Series E,2018,3 years 6 months,42,Tiger Global Management,Dragoneer Investment Group,Insight Partners,"Dragoneer Investment Group, Insight Partners",2.209,604.0,1490.0,605.0,"Conventional Debt, May 07, 2025, $15M",Conventional Debt,2025,15.0,"BharatPe is an Indian unicorn startup. It operates in the fintech sector. It is based in Delhi. Current stage: Series E. Provider of QR code-based payment solutions for consumers and businesses. The platform allows users to pay through the bank account by scanning a QR code for various bill payments such as restaurants, cabs, salons, mobile businesses, and more. It also provides lending and investment options. The application is available on both iOS and Android platforms. BharatPe joined the Unicorn Club on Jul 29, 2021 after raising a $370M Series E funding round led by , valuing it at $2.7B. Founded in 2018. Time taken to reach unicorn status: 3 years 6 months. Joined the unicorn club on 2021-07-29. Became a unicorn in 2021. Investors include Dragoneer Investment Group, Insight Partners, latest round led by Tiger Global Management. Valuation: 2.209 billion USD. Total funding raised: 604.0 million USD. Annual revenue: 1490.0 crore INR. It employs approximately 605 people. Latest funding round: Conventional Debt. The round took place in 2025. Round amount: 15.0 million USD."
58,Droom,https://tracxn.com/d/companies/droom/__r5sS3ynXQ8er90oa-rV4uFHhjph3IJkHzhWR8VuoiGU,India,"AI-powered used vehicle dealer. Users can buy and sell vehicles by providing location, user details, payment details, model details, specification, and more.","Droom joined the Unicorn Club on Jul 28, 2021 after raising a $200M Series G funding round, valuing it at $1.2B.",2021-07-28,2021,auto_e-commerce_&_content,gurgaon,Series G,2014,7 years 6 months,90,,Auto Retail & Aftersales,Digital Garage,"Auto Retail & Aftersales, Digital Garage",0.341,344.0,90.0,139.0,"Series G, Mar 26, 2025, $3M",Series G,2025,3.0,"Droom is an Indian unicorn startup. It operates in the auto_e-commerce_&_content sector. It is based in Gurgaon. Current stage: Series G. AI-powered used vehicle dealer. Users can buy and sell vehicles by providing location, user details, payment details, model details, specification, and more. Droom joined the Unicorn Club on Jul 28, 2021 after raising a $200M Series G funding round, valuing it at $1.2B. Founded in 2014. Time taken to reach unicorn status: 7 years 6 months. Joined the unicorn club on 2021-07-28. Became a unicorn in 2021. Investors include Auto Retail & Aftersales, Digital Garage. Valuation: 0.341 billion USD. Total funding raised: 344.0 million USD. Annual revenue: 90.0 crore INR. It employs approximately 139 people. Latest funding round: Series G. The round took place in 2025. Round amount: 3.0 million USD."
57,BlackBuck,https://tracxn.com/d/companies/blackbuck/__pGeKFczovG7i2k2FPCkvn_wBu6rdS4sZ4lHkQ4HZB1s,India,"A digital trucking platform that connects fleet operators with truckers. It offers services such as load management, GPS tracking, and fuel management solutions. The company offers a range of services, including load-matching, payment at toll booths and fuelling stations, and telematics solutions to track vehicle movement. It connects shippers with fleet operators to locate the trucks, and ship the goods. Features include online payments, transactions history, loading, and unloading details, checking order status, and resolving disputes.","BlackBuck joined the Unicorn Club on Jul 22, 2021",2021-07-22,2021,logistics_tech,bangalore,Public,2015,6 years 6 months,78,,Wellington,Goldman Sachs,"Wellington, Goldman Sachs",0.359,,317.0,1608.0,"Conventional Debt, Jul 18, 2022",Conventional Debt,2022,,"BlackBuck is an Indian unicorn startup. It operates in the logistics_tech sector. It is based in Bangalore. Current stage: Public. A digital trucking platform that connects fleet operators with truckers. It offers services such as load management, GPS tracking, and fuel management solutions. The company offers a range of services, including load-matching, payment at toll booths and fuelling stations, and telematics solutions to track vehicle movement. It connects shippers with fleet operators to locate the trucks, and ship the goods. Features include online payments, transactions history, loading, and unloading details, checking order status, and resolving disputes. BlackBuck joined the Unicorn Club on Jul 22, 2021 Founded in 2015. Time taken to reach unicorn status: 6 years 6 months. Joined the unicorn club on 2021-07-22. Became a unicorn in 2021. Investors include Wellington, Goldman Sachs. Valuation: 0.359 billion USD. Annual revenue: 317.0 crore INR. It employs approximately 1608 people. Latest funding round: Conventional Debt. The round took place in 2022."
56,Blinkit,https://tracxn.com/d/companies/blinkit/__pdyjeRJO4F9T4bszwNqvwPQ3VwyVU6D35oAU-ct-k9M,India,"Online platform offering ultra-fast grocery supply delivery. The product catalog includes fruits, vegetables, bakery supplies, dairy products, snacks, spices, beverages, and more. It also offers personal care, household care, baby care, pet care, stationery, toys, books, and more. The mobile applications is available for both Android and iOS platforms.","Blinkit joined the Unicorn Club on Jun 30, 2021",2021-06-30,2021,online_grocery,gurgaon,Acquired,2013,8 years 5 months,101,,KTB Ventures,SoftBank Group,"KTB Ventures, SoftBank Group",13.0,757.0,1930.0,5054.0,"Conventional Debt, Mar 11, 2022, $150M",Conventional Debt,2022,150.0,"Blinkit is an Indian unicorn startup. It operates in the online_grocery sector. It is based in Gurgaon. Current stage: Acquired. Online platform offering ultra-fast grocery supply delivery. The product catalog includes fruits, vegetables, bakery supplies, dairy products, snacks, spices, beverages, and more. It also offers personal care, household care, baby care, pet care, stationery, toys, books, and more. The mobile applications is available for both Android and iOS platforms. Blinkit joined the Unicorn Club on Jun 30, 2021 Founded in 2013. Time taken to reach unicorn status: 8 years 5 months. Joined the unicorn club on 2021-06-30. Became a unicorn in 2021. Investors include KTB Ventures, SoftBank Group. Valuation: 13.0 billion USD. Total funding raised: 757.0 million USD. Annual revenue: 1930.0 crore INR. It employs approximately 5054 people. Latest funding round: Conventional Debt. The round took place in 2022. Round amount: 150.0 million USD."
55,BrowserStack,https://tracxn.com/d/companies/browserstack/__D8HrmxNe4vnJscJsUqnGKhH61Pk58v_vEq4lD2_1S7Q,India,"Cloud based suite of software testing solutions. It enables developers to test websites and applications across browsers. It allows users to debug and resolve the software issues. It automates tests without coding. It allows users to track metrics and visualize the testing trends. It integrates with CI and CD tools to trigger test runs. The product offering includes test management, test observability, accessibility testing, bug capture, and more.","BrowserStack joined the Unicorn Club on Jun 16, 2021 after raising a $200M Series B funding round led by , valuing it at $4B.",2021-06-16,2021,software_testing_tools,mumbai,Series B,2011,10 years 5 months,125,Bond Capital,345 Partners,Accel,"345 Partners, Accel",4.0,253.0,682.0,1153.0,"Series B, Jun 16, 2021, $200M",Series B,2021,200.0,"BrowserStack is an Indian unicorn startup. It operates in the software_testing_tools sector. It is based in Mumbai. Current stage: Series B. Cloud based suite of software testing solutions. It enables developers to test websites and applications across browsers. It allows users to debug and resolve the software issues. It automates tests without coding. It allows users to track metrics and visualize the testing trends. It integrates with CI and CD tools to trigger test runs. The product offering includes test management, test observability, accessibility testing, bug capture, and more. BrowserStack joined the Unicorn Club on Jun 16, 2021 after raising a $200M Series B funding round led by , valuing it at $4B. Founded in 2011. Time taken to reach unicorn status: 10 years 5 months. Joined the unicorn club on 2021-06-16. Became a unicorn in 2021. Investors include 345 Partners, Accel, latest round led by Bond Capital. Valuation: 4.0 billion USD. Total funding raised: 253.0 million USD. Annual revenue: 682.0 crore INR. It employs approximately 1153 people. Latest funding round: Series B. The round took place in 2021. Round amount: 200.0 million USD."
54,Zeta,https://tracxn.com/d/companies/zeta/__BIQS1R54gpLBM5yisW_NwOI1xObGUSxqcodKR18NOfs,India,"Provider of payment and banking solutions. It provides users with solutions for payment from vendors, employee payment management, and payment collection from clients and consumers. It also offers multiple solutions for banks such as card issuance systems, payment authentication systems, virtual cards, wallets, and others. Available on both Android and iOS devices.","Zeta joined the Unicorn Club on May 24, 2021 after raising a $250M Series C funding round led by , valuing it at $1.45B.",2021-05-24,2021,banking_tech,bangalore,Series D,2015,6 years 4 months,76,SoftBank Vision Fund,Savano Capital Partners,Avendus,"Savano Capital Partners, Avendus",2.0,390.0,334.9,1278.0,"Series D, Feb 11, 2025, $50M",Series D,2025,50.0,"Zeta is an Indian unicorn startup. It operates in the banking_tech sector. It is based in Bangalore. Current stage: Series D. Provider of payment and banking solutions. It provides users with solutions for payment from vendors, employee payment management, and payment collection from clients and consumers. It also offers multiple solutions for banks such as card issuance systems, payment authentication systems, virtual cards, wallets, and others. Available on both Android and iOS devices. Zeta joined the Unicorn Club on May 24, 2021 after raising a $250M Series C funding round led by , valuing it at $1.45B. Founded in 2015. Time taken to reach unicorn status: 6 years 4 months. Joined the unicorn club on 2021-05-24. Became a unicorn in 2021. Investors include Savano Capital Partners, Avendus, latest round led by SoftBank Vision Fund. Valuation: 2.0 billion USD. Total funding raised: 390.0 million USD. Annual revenue: 334.9 crore INR. It employs approximately 1278 people. Latest funding round: Series D. The round took place in 2025. Round amount: 50.0 million USD."
53,Moglix,https://tracxn.com/d/companies/moglix/__mPiyNgv49CkpTLWYrZKV5-ezlJPQVKF38KWAWqRyrVA,Singapore,"B2B marketplace platform offering multi-category peoducts. Its product offering includes power tools, hand tools, adhesives, foot protection, spanners, drills, screwdrivers, CCTV cameras, screws, sockets, switches, circuit breakers, and more. It also offers medical, lab, office supplies, automotive supplies, garden products, and more.","Moglix joined the Unicorn Club on May 17, 2021 after raising a $120M Series E funding round led by , , .",2021-05-17,2021,b2b_e-commerce,singapore,Series F,2015,6 years 4 months,76,Harvard Management Company,Construction Tech,IFC,"Construction Tech, IFC",2.51,471.0,4140.0,4166.0,"Series F, Jan 25, 2022, $250M",Series F,2022,250.0,"Moglix is an Indian unicorn startup. It operates in the b2b_e-commerce sector. It is based in Singapore. Current stage: Series F. B2B marketplace platform offering multi-category peoducts. Its product offering includes power tools, hand tools, adhesives, foot protection, spanners, drills, screwdrivers, CCTV cameras, screws, sockets, switches, circuit breakers, and more. It also offers medical, lab, office supplies, automotive supplies, garden products, and more. Moglix joined the Unicorn Club on May 17, 2021 after raising a $120M Series E funding round led by , , . Founded in 2015. Time taken to reach unicorn status: 6 years 4 months. Joined the unicorn club on 2021-05-17. Became a unicorn in 2021. Investors include Construction Tech, IFC, latest round led by Harvard Management Company. Valuation: 2.51 billion USD. Total funding raised: 471.0 million USD. Annual revenue: 4140.0 crore INR. It employs approximately 4166 people. Latest funding round: Series F. The round took place in 2022. Round amount: 250.0 million USD."
52,Urban Company,https://tracxn.com/d/companies/urban-company/__klvROduBoJz1qAN0zIxDE3VmuQQS-pWfSJtuBmVwxvg,India,"App-based platform providing multiple local services. The application allows users to find and book multiple local services including beauty, wellness, home repair, yoga training, cleaning, pest control, and more. It allows users to book services from homes by making an online payment.","Urban Company joined the Unicorn Club on Apr 27, 2021 after raising a $190M Series F funding round led by , ,  and  more, valuing it at $2.16B.",2021-04-27,2021,local_services,gurgaon,Series F,2014,7 years 3 months,87,Wellington,Wellington,Bessemer Venture Partners,"Wellington, Bessemer Venture Partners",2.198,376.0,928.0,1079.0,"Angel, Jun 29, 2022, $144K",Angel,2022,,"Urban Company is an Indian unicorn startup. It operates in the local_services sector. It is based in Gurgaon. Current stage: Series F. App-based platform providing multiple local services. The application allows users to find and book multiple local services including beauty, wellness, home repair, yoga training, cleaning, pest control, and more. It allows users to book services from homes by making an online payment. Urban Company joined the Unicorn Club on Apr 27, 2021 after raising a $190M Series F funding round led by , ,  and  more, valuing it at $2.16B. Founded in 2014. Time taken to reach unicorn status: 7 years 3 months. Joined the unicorn club on 2021-04-27. Became a unicorn in 2021. Investors include Wellington, Bessemer Venture Partners, latest round led by Wellington. Valuation: 2.198 billion USD. Total funding raised: 376.0 million USD. Annual revenue: 928.0 crore INR. It employs approximately 1079 people. Latest funding round: Angel. The round took place in 2022."
51,Chargebee,https://tracxn.com/d/companies/chargebee/__BPrZNCgq7p4QlUOHm-OFdGko9AhnAicF205ozg_SSec,United States,"Cloud-based billing and revenue management solutions. It features solutions for automated recurring bills including tax management, quotation and invoicing enterprise billing, and more. It also offers subscription management through price modeling, trial management, product catalogs, revenue operations, SaaS analytics, revenue recognition, quote-to-cash, and more.","Chargebee joined the Unicorn Club on Apr 20, 2021 after raising a $125M Series G funding round led by , , , valuing it at $1.4B.",2021-04-20,2021,finance_&_accounting_tech,bethesda,Series H,2011,10 years 3 months,123,Insight Partners,Sapphire Ventures,G Squared,"Sapphire Ventures, G Squared",3.5,475.0,373.0,751.0,"Series H, Mar 08, 2024, $5M",Series H,2024,5.0,"Chargebee is an Indian unicorn startup. It operates in the finance_&_accounting_tech sector. It is based in Bethesda. Current stage: Series H. Cloud-based billing and revenue management solutions. It features solutions for automated recurring bills including tax management, quotation and invoicing enterprise billing, and more. It also offers subscription management through price modeling, trial management, product catalogs, revenue operations, SaaS analytics, revenue recognition, quote-to-cash, and more. Chargebee joined the Unicorn Club on Apr 20, 2021 after raising a $125M Series G funding round led by , , , valuing it at $1.4B. Founded in 2011. Time taken to reach unicorn status: 10 years 3 months. Joined the unicorn club on 2021-04-20. Became a unicorn in 2021. Investors include Sapphire Ventures, G Squared, latest round led by Insight Partners. Valuation: 3.5 billion USD. Total funding raised: 475.0 million USD. Annual revenue: 373.0 crore INR. It employs approximately 751 people. Latest funding round: Series H. The round took place in 2024. Round amount: 5.0 million USD."
50,ShareChat,https://tracxn.com/d/companies/sharechat/__E42I3Y5cU2vz9l6t9tplZlRsoRYKhc3Dr-7rpp7IxBc,India,"App-based social network platform for sharing media content. It provides users with a platform that allows users to share content in various languages. It features news, daily horoscopes, poetry, government job notifications, and microgaming content. It includes shake-and-chat features to connect users engaging with content from similar genres, private messaging, and open tagging. It is available for Android and iOS devices.","ShareChat joined the Unicorn Club on Apr 08, 2021",2021-04-08,2021,vernacular_platforms,bangalore,Series H,2015,6 years 3 months,75,,Social Platforms,HarbourVest Partners,"Social Platforms, HarbourVest Partners",1.23,,13650.0,589.0,"Conventional Debt, Aug 03, 2024, $16M",Conventional Debt,2024,16.0,"ShareChat is an Indian unicorn startup. It operates in the vernacular_platforms sector. It is based in Bangalore. Current stage: Series H. App-based social network platform for sharing media content. It provides users with a platform that allows users to share content in various languages. It features news, daily horoscopes, poetry, government job notifications, and microgaming content. It includes shake-and-chat features to connect users engaging with content from similar genres, private messaging, and open tagging. It is available for Android and iOS devices. ShareChat joined the Unicorn Club on Apr 08, 2021 Founded in 2015. Time taken to reach unicorn status: 6 years 3 months. Joined the unicorn club on 2021-04-08. Became a unicorn in 2021. Investors include Social Platforms, HarbourVest Partners. Valuation: 1.23 billion USD. Annual revenue: 13650.0 crore INR. It employs approximately 589 people. Latest funding round: Conventional Debt. The round took place in 2024. Round amount: 16.0 million USD."
49,Gupshup,https://tracxn.com/d/companies/gupshup/__hizFYlw9lsz9JCJZutuRtQ1dHHUknFyP73hc7TIyw3E,United States,"AI powered customer engagement and support platform for businesses. The platform automates customer acquisition using AI agents. It enables customers to engage with AI agents and build campaigns based on preferences and sales. It offers a conversational commerce tool that allows businesses to re-engage with prospects to complete the sales. The platform offers voicebots and chatbots to engage and resolve customer queries. It caters its solution to industries such as BFSI, retail, healthcare, and more.","Gupshup joined the Unicorn Club on Apr 08, 2021 after raising a $100M Series F funding round led by , valuing it at $1.4B.",2021-04-08,2021,chatbots,san francisco,Series F,2004,17 years 3 months,207,Tiger Global Management,Customer Success Management,MarketingTech,"Customer Success Management, MarketingTech",0.5,484.0,1620.0,1135.0,"Series F, May 20, 2022, $100M",Series F,2022,100.0,"Gupshup is an Indian unicorn startup. It operates in the chatbots sector. It is based in San Francisco. Current stage: Series F. AI powered customer engagement and support platform for businesses. The platform automates customer acquisition using AI agents. It enables customers to engage with AI agents and build campaigns based on preferences and sales. It offers a conversational commerce tool that allows businesses to re-engage with prospects to complete the sales. The platform offers voicebots and chatbots to engage and resolve customer queries. It caters its solution to industries such as BFSI, retail, healthcare, and more. Gupshup joined the Unicorn Club on Apr 08, 2021 after raising a $100M Series F funding round led by , valuing it at $1.4B. Founded in 2004. Time taken to reach unicorn status: 17 years 3 months. Joined the unicorn club on 2021-04-08. Became a unicorn in 2021. Investors include Customer Success Management, MarketingTech, latest round led by Tiger Global Management. Valuation: 0.5 billion USD. Total funding raised: 484.0 million USD. Annual revenue: 1620.0 crore INR. It employs approximately 1135 people. Latest funding round: Series F. The round took place in 2022. Round amount: 100.0 million USD."
48,Groww,https://tracxn.com/d/companies/groww/__RNjMla5lf9PtfAi0BQThRYPSUOlfois16LTDlezr_6E,India,"Provider of online investment platforms for stocks, mutual funds and derivatives. It offers an account opening process and tools for portfolio management. The platform facilitates investments in various asset classes, including equities, mutual funds, and derivatives. Users can utilize technical analysis charts and other resources to make investment decisions. It also provides access to educational resources and investment calculators.","Groww joined the Unicorn Club on Apr 07, 2021 after raising a $83M Series D funding round led by , valuing it at $1B.",2021-04-07,2021,investment_tech,bangalore,Series E,2016,5 years 3 months,63,Tiger Global Management,Iconiq Capital,Tiger Global Management,"Iconiq Capital, Tiger Global Management",6.8,393.0,,945.0,"Angel, Jan 08, 2022",Angel,2022,,"Groww is an Indian unicorn startup. It operates in the investment_tech sector. It is based in Bangalore. Current stage: Series E. Provider of online investment platforms for stocks, mutual funds and derivatives. It offers an account opening process and tools for portfolio management. The platform facilitates investments in various asset classes, including equities, mutual funds, and derivatives. Users can utilize technical analysis charts and other resources to make investment decisions. It also provides access to educational resources and investment calculators. Groww joined the Unicorn Club on Apr 07, 2021 after raising a $83M Series D funding round led by , valuing it at $1B. Founded in 2016. Time taken to reach unicorn status: 5 years 3 months. Joined the unicorn club on 2021-04-07. Became a unicorn in 2021. Investors include Iconiq Capital, Tiger Global Management, latest round led by Tiger Global Management. Valuation: 6.8 billion USD. Total funding raised: 393.0 million USD. It employs approximately 945 people. Latest funding round: Angel. The round took place in 2022."
47,CRED,https://tracxn.com/d/companies/cred/__XH8YJr346Ojjmnmyfg6WayMKrLBc4hgzZ3qN258QxVg,India,"Provider of reward enabled payment platform for credit card bills. It is an app based solutions that allow credit card users to pay the bills and earn cred coins, which can be redeemed for prizes from partner companies. It supports managing different credit cards, monitoring of credit scores, and the use of calculators for home loans, EMIs, PPFs, and other financial products.","CRED joined the Unicorn Club on Apr 06, 2021 after raising a $215M Series D funding round led by , , , valuing it at $2.13B.",2021-04-06,2021,fintech,bangalore,Series F,2018,3 years 3 months,39,Coatue,GIC,Sofina,"GIC, Sofina",6.4,867.0,1480.0,912.0,"Series F, Jul 24, 2024",Series F,2024,,"CRED is an Indian unicorn startup. It operates in the fintech sector. It is based in Bangalore. Current stage: Series F. Provider of reward enabled payment platform for credit card bills. It is an app based solutions that allow credit card users to pay the bills and earn cred coins, which can be redeemed for prizes from partner companies. It supports managing different credit cards, monitoring of credit scores, and the use of calculators for home loans, EMIs, PPFs, and other financial products. CRED joined the Unicorn Club on Apr 06, 2021 after raising a $215M Series D funding round led by , , , valuing it at $2.13B. Founded in 2018. Time taken to reach unicorn status: 3 years 3 months. Joined the unicorn club on 2021-04-06. Became a unicorn in 2021. Investors include GIC, Sofina, latest round led by Coatue. Valuation: 6.4 billion USD. Total funding raised: 867.0 million USD. Annual revenue: 1480.0 crore INR. It employs approximately 912 people. Latest funding round: Series F. The round took place in 2024."
46,Meesho,https://tracxn.com/d/companies/meesho/__h-YKqJF0c073ZI2SvdQHHV1gDZKoXmD-Nlk5gSZPn6c,India,"Online marketplace offering multi-category products. It offers a selection of products across numerous categories, including apparel for men and women, accessories, footwear, beauty products, baby care items, home decor, kitchenware, and electronics. The platform facilitates the sale of these products through a network of suppliers. It provides various payment options and a return policy. The marketplace provides small businesses, including SMBs, MSMEs, and individual entrepreneurs, access to customers, with a selection from different categories, logistics, payment services, and customer support capabilities to run their businesses within the ecosystem.","Meesho joined the Unicorn Club on Apr 05, 2021",2021-04-05,2021,horizontal_e-commerce,bangalore,Series F,2015,6 years 3 months,75,,WestBridge Capital,Fidelity Investments,"WestBridge Capital, Fidelity Investments",3.9,1360.0,9.4,1588.0,"Series F, Jan 27, 2025",Series F,2025,,"Meesho is an Indian unicorn startup. It operates in the horizontal_e-commerce sector. It is based in Bangalore. Current stage: Series F. Online marketplace offering multi-category products. It offers a selection of products across numerous categories, including apparel for men and women, accessories, footwear, beauty products, baby care items, home decor, kitchenware, and electronics. The platform facilitates the sale of these products through a network of suppliers. It provides various payment options and a return policy. The marketplace provides small businesses, including SMBs, MSMEs, and individual entrepreneurs, access to customers, with a selection from different categories, logistics, payment services, and customer support capabilities to run their businesses within the ecosystem. Meesho joined the Unicorn Club on Apr 05, 2021 Founded in 2015. Time taken to reach unicorn status: 6 years 3 months. Joined the unicorn club on 2021-04-05. Became a unicorn in 2021. Investors include WestBridge Capital, Fidelity Investments. Valuation: 3.9 billion USD. Total funding raised: 1360.0 million USD. Annual revenue: 9.4 crore INR. It employs approximately 1588 people. Latest funding round: Series F. The round took place in 2025."
45,Five Star Business Finance,https://tracxn.com/d/companies/five-star-business-finance/__b3wqVLd_qYjlcEC_TcjBcL2dHFkx5PH5fjJy8Xkwnuo,India,"Provider of consumer and business loans. It offers loans for SMEs, mortgage loans, and more. It provides simple documentation, long tenure, flexible transactions.","Five Star Business Finance joined the Unicorn Club on Mar 26, 2021 after raising a $234M Series D funding round led by , ,  and  more, valuing it at $1.4B.",2021-03-26,2021,consumer_and_sme_loans,chennai,Public,1984,37 years 2 months,446,KKR,TPG,KKR,"TPG, KKR",0.522,,2200.0,10774.0,"Conventional Debt, Mar 29, 2022, $20M",Conventional Debt,2022,20.0,"Five Star Business Finance is an Indian unicorn startup. It operates in the consumer_and_sme_loans sector. It is based in Chennai. Current stage: Public. Provider of consumer and business loans. It offers loans for SMEs, mortgage loans, and more. It provides simple documentation, long tenure, flexible transactions. Five Star Business Finance joined the Unicorn Club on Mar 26, 2021 after raising a $234M Series D funding round led by , ,  and  more, valuing it at $1.4B. Founded in 1984. Time taken to reach unicorn status: 37 years 2 months. Joined the unicorn club on 2021-03-26. Became a unicorn in 2021. Investors include TPG, KKR, latest round led by KKR. Valuation: 0.522 billion USD. Annual revenue: 2200.0 crore INR. It employs approximately 10774 people. Latest funding round: Conventional Debt. The round took place in 2022. Round amount: 20.0 million USD."
